"m (Meter)"	"qc (MN/m�)"	"fs (kN/m�)"	"u2 (kN/m�)"	"� (Ix)"	"� (Iy)"	" ()"	" ()"	" ()"	"Cm/s"
"15.53"	"28.76"	"97.060"	"140.49"	"-5.34"	"3.35"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"15.54"	"28.92"	"94.780"	"141.74"	"-5.16"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.55"	"29.18"	"98.980"	"141.31"	"-4.88"	"3.46"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"15.56"	"29.49"	"101.060"	"141.44"	"-5.34"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.57"	"30.02"	"104.900"	"140.50"	"-4.65"	"3.40"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.58"	"30.65"	"107.420"	"141.31"	"-4.88"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"15.59"	"31.16"	"113.780"	"142.19"	"-5.16"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"15.60"	"31.16"	"146.740"	"144.38"	"-5.62"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.61"	"30.50"	"160.160"	"141.24"	"-4.88"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.62"	"30.77"	"146.540"	"135.80"	"-5.45"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.63"	"31.99"	"116.000"	"136.98"	"-5.57"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"15.64"	"32.29"	"140.640"	"135.76"	"-5.22"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"15.65"	"32.08"	"140.280"	"136.98"	"-5.74"	"3.40"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.66"	"30.74"	"171.380"	"136.09"	"-5.45"	"3.12"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.67"	"31.49"	"162.420"	"140.61"	"-4.93"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"15.68"	"31.43"	"167.300"	"143.15"	"-5.22"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.69"	"31.49"	"180.720"	"138.42"	"-5.74"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"15.70"	"31.31"	"183.140"	"143.59"	"-5.74"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.71"	"31.60"	"169.400"	"140.57"	"-5.57"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"15.72"	"31.90"	"146.720"	"134.22"	"-5.74"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.73"	"31.67"	"135.920"	"133.36"	"-5.45"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"15.74"	"31.07"	"145.520"	"144.79"	"-4.88"	"4.48"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.75"	"30.38"	"188.860"	"139.32"	"-5.57"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"15.76"	"30.12"	"179.660"	"134.98"	"-5.62"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.77"	"30.19"	"171.620"	"139.09"	"-5.39"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.78"	"29.68"	"173.180"	"137.44"	"-5.22"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.79"	"29.60"	"177.120"	"136.17"	"-5.34"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"15.80"	"28.84"	"148.100"	"138.68"	"-5.85"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.81"	"29.01"	"123.300"	"138.67"	"-5.74"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.82"	"28.47"	"129.460"	"134.83"	"-5.62"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.83"	"27.99"	"118.600"	"135.80"	"-5.85"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"15.84"	"25.94"	"115.440"	"141.44"	"-5.45"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"0.04"	
"15.85"	"26.26"	"114.680"	"138.00"	"-5.74"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"1.25"	
"15.86"	"26.52"	"114.240"	"140.93"	"-5.68"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"1.23"	
"15.87"	"26.68"	"107.800"	"143.01"	"-5.39"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"15.88"	"26.64"	"103.540"	"145.31"	"-5.80"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"15.89"	"26.77"	"74.480"	"144.62"	"-5.39"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"15.90"	"26.92"	"70.720"	"143.54"	"-5.62"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"15.91"	"26.98"	"73.040"	"144.95"	"-5.68"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"15.92"	"26.61"	"78.280"	"146.80"	"-5.74"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"15.93"	"26.76"	"83.980"	"146.31"	"-5.62"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"1.75"	
"15.94"	"26.69"	"97.960"	"143.48"	"-5.62"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"15.95"	"26.98"	"96.580"	"143.35"	"-5.57"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"15.96"	"27.26"	"95.420"	"141.60"	"-5.85"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"15.97"	"27.69"	"91.020"	"141.46"	"-5.97"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"15.98"	"27.97"	"92.520"	"142.84"	"-5.68"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"15.99"	"28.19"	"98.820"	"143.23"	"-5.80"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.00"	"28.47"	"97.800"	"141.98"	"-6.03"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.01"	"28.39"	"91.880"	"139.16"	"-6.09"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.02"	"28.32"	"93.620"	"140.12"	"-6.14"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"16.03"	"28.57"	"92.100"	"140.75"	"-6.20"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.04"	"28.76"	"92.620"	"141.34"	"-5.68"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.05"	"28.60"	"95.300"	"145.03"	"-5.97"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"16.06"	"28.36"	"96.600"	"140.48"	"-5.80"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.07"	"28.20"	"96.200"	"140.55"	"-5.91"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.08"	"28.13"	"81.260"	"138.49"	"-5.80"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.09"	"27.75"	"82.800"	"140.18"	"-6.14"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.10"	"27.49"	"74.660"	"141.72"	"-6.14"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.11"	"27.30"	"82.700"	"145.17"	"-6.03"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.12"	"27.12"	"80.100"	"140.58"	"-5.74"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"16.13"	"27.07"	"72.260"	"143.62"	"-5.62"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.14"	"26.62"	"68.660"	"143.31"	"-5.51"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.15"	"26.26"	"74.500"	"143.45"	"-5.57"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.16"	"26.18"	"72.180"	"144.98"	"-5.62"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.17"	"25.91"	"68.860"	"145.86"	"-5.97"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.18"	"25.78"	"70.400"	"146.40"	"-5.91"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.19"	"25.51"	"75.220"	"142.53"	"-5.80"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.20"	"25.28"	"72.900"	"143.63"	"-6.03"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.21"	"24.98"	"77.020"	"146.64"	"-5.74"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.22"	"24.59"	"80.660"	"145.50"	"-6.03"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.23"	"24.50"	"87.260"	"147.05"	"-5.62"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.24"	"24.36"	"87.500"	"145.44"	"-5.80"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.25"	"24.27"	"86.180"	"146.19"	"-5.85"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.26"	"24.22"	"90.640"	"146.33"	"-5.85"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.27"	"24.22"	"90.700"	"146.77"	"-6.03"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.28"	"24.16"	"92.000"	"146.75"	"-5.68"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.29"	"24.10"	"100.800"	"145.97"	"-5.80"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.30"	"24.12"	"102.800"	"145.73"	"-5.74"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.31"	"23.73"	"95.580"	"145.07"	"-6.09"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"0.08"	
"16.32"	"23.88"	"91.380"	"145.13"	"-5.85"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.33"	"23.90"	"91.100"	"144.40"	"-5.97"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.34"	"23.76"	"91.140"	"146.32"	"-5.97"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.35"	"23.82"	"89.220"	"145.73"	"-5.97"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.36"	"23.82"	"89.300"	"145.49"	"-6.09"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"16.37"	"23.75"	"87.840"	"145.24"	"-5.80"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.38"	"23.75"	"88.540"	"145.84"	"-5.97"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.39"	"23.85"	"90.740"	"146.25"	"-5.80"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.40"	"24.12"	"89.260"	"146.57"	"-5.74"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.41"	"24.24"	"88.580"	"146.87"	"-5.80"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.31"	
"16.42"	"24.32"	"89.180"	"147.11"	"-5.85"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.43"	"24.47"	"89.860"	"147.41"	"-6.03"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.44"	"24.57"	"90.300"	"147.40"	"-6.03"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.45"	"24.67"	"90.640"	"147.05"	"-6.03"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.46"	"24.72"	"92.360"	"147.86"	"-5.97"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.47"	"24.83"	"94.860"	"148.12"	"-5.91"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.48"	"24.95"	"95.580"	"147.92"	"-6.14"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.49"	"25.09"	"95.540"	"147.73"	"-5.85"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.50"	"25.23"	"95.740"	"147.86"	"-5.85"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.51"	"25.32"	"95.380"	"148.60"	"-6.26"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.52"	"25.59"	"93.740"	"148.45"	"-5.91"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.53"	"25.82"	"90.840"	"148.65"	"-6.14"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.54"	"26.07"	"94.840"	"148.32"	"-6.09"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.55"	"26.32"	"95.640"	"148.86"	"-6.14"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.56"	"26.57"	"95.620"	"148.75"	"-6.09"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.57"	"26.93"	"98.120"	"149.23"	"-6.09"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.58"	"27.18"	"100.320"	"148.79"	"-6.20"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.59"	"27.36"	"100.160"	"149.18"	"-6.14"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.60"	"27.54"	"105.660"	"149.58"	"-6.43"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.61"	"27.77"	"107.540"	"149.71"	"-6.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.62"	"28.00"	"104.620"	"149.56"	"-6.20"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.63"	"28.24"	"109.220"	"150.18"	"-6.03"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.64"	"28.56"	"111.120"	"150.13"	"-6.03"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.65"	"28.80"	"111.960"	"150.66"	"-6.37"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.66"	"28.59"	"120.300"	"151.16"	"-6.37"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.67"	"28.41"	"124.560"	"150.61"	"-6.09"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.68"	"28.69"	"118.020"	"149.63"	"-6.03"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.69"	"29.09"	"113.620"	"149.62"	"-6.55"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.70"	"29.45"	"114.880"	"149.55"	"-6.09"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.71"	"29.80"	"108.080"	"148.52"	"-6.03"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"16.72"	"30.15"	"111.260"	"145.81"	"-6.20"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.73"	"29.90"	"107.140"	"147.95"	"-6.03"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.74"	"29.11"	"117.560"	"147.26"	"-6.14"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.75"	"29.12"	"123.000"	"150.27"	"-5.97"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.76"	"29.06"	"124.640"	"149.59"	"-6.26"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.77"	"28.51"	"122.840"	"148.42"	"-6.14"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"0.09"	
"16.78"	"29.02"	"119.460"	"148.25"	"-6.20"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"16.79"	"29.21"	"111.920"	"149.62"	"-5.97"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"16.80"	"29.24"	"122.560"	"150.66"	"-6.26"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.81"	"29.23"	"123.680"	"150.85"	"-6.03"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.82"	"29.12"	"121.000"	"150.64"	"-6.14"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.83"	"28.97"	"120.880"	"151.24"	"-6.32"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.84"	"28.89"	"123.280"	"151.70"	"-6.32"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"16.85"	"28.85"	"129.860"	"152.15"	"-6.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.86"	"28.28"	"146.240"	"151.63"	"-6.32"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"1.67"	
"16.87"	"26.71"	"136.600"	"153.83"	"-6.32"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"0.00"	
"16.88"	"27.55"	"111.180"	"154.77"	"-6.49"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.37"	
"16.89"	"27.67"	"106.940"	"154.44"	"-6.26"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"1.50"	
"16.90"	"27.47"	"104.620"	"153.67"	"-6.43"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"16.91"	"27.28"	"109.340"	"155.19"	"-6.26"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"16.92"	"27.22"	"110.500"	"155.42"	"-6.32"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"16.93"	"26.97"	"113.280"	"154.97"	"-6.09"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"16.94"	"26.83"	"112.900"	"156.06"	"-6.49"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.95"	"26.67"	"111.280"	"155.80"	"-6.32"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"16.96"	"26.46"	"109.300"	"155.39"	"-6.37"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.97"	"26.24"	"112.660"	"156.36"	"-6.37"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"16.98"	"26.07"	"111.760"	"157.10"	"-6.55"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"16.99"	"25.99"	"113.540"	"157.05"	"-6.32"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.00"	"25.95"	"113.480"	"157.24"	"-6.55"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.01"	"25.91"	"114.940"	"157.53"	"-6.32"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.02"	"25.91"	"113.500"	"157.17"	"-6.32"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.03"	"25.80"	"113.840"	"157.61"	"-6.49"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"17.04"	"25.77"	"112.000"	"158.13"	"-6.78"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.05"	"25.70"	"108.600"	"157.70"	"-6.72"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.06"	"25.66"	"106.480"	"158.39"	"-6.43"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.07"	"25.60"	"107.800"	"158.01"	"-6.72"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.08"	"25.57"	"107.580"	"157.75"	"-6.66"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"17.09"	"25.62"	"104.160"	"157.27"	"-6.66"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.10"	"25.62"	"105.080"	"157.64"	"-6.37"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.11"	"25.65"	"104.140"	"158.15"	"-6.60"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.12"	"25.68"	"102.560"	"158.22"	"-6.60"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.13"	"25.70"	"102.140"	"158.74"	"-6.43"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"17.14"	"25.70"	"103.240"	"159.62"	"-6.60"	"3.46"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.15"	"25.65"	"102.580"	"158.83"	"-6.37"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.16"	"25.61"	"102.300"	"159.21"	"-6.78"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.17"	"25.55"	"102.760"	"159.42"	"-6.78"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.18"	"25.39"	"104.300"	"160.42"	"-7.01"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"17.19"	"25.25"	"103.840"	"159.79"	"-6.43"	"3.35"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.20"	"25.07"	"103.820"	"159.54"	"-6.66"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.21"	"24.90"	"102.140"	"159.78"	"-6.66"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.22"	"24.68"	"103.800"	"159.40"	"-7.07"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"17.23"	"24.62"	"103.500"	"159.19"	"-6.60"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.24"	"24.71"	"104.460"	"160.26"	"-6.55"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.25"	"24.76"	"106.940"	"160.49"	"-6.66"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.26"	"24.87"	"105.000"	"160.02"	"-6.72"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.27"	"24.90"	"101.440"	"160.00"	"-6.60"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"17.28"	"24.96"	"100.980"	"160.02"	"-6.84"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.29"	"24.87"	"99.480"	"160.57"	"-6.43"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.30"	"24.59"	"105.180"	"158.42"	"-6.55"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.31"	"24.46"	"104.280"	"160.18"	"-6.49"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"17.32"	"24.26"	"106.820"	"159.25"	"-6.66"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.33"	"23.94"	"102.400"	"159.19"	"-6.78"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"17.34"	"23.00"	"94.020"	"158.77"	"-6.72"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"0.06"	
"17.35"	"23.16"	"91.400"	"160.46"	"-6.89"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.36"	"23.06"	"89.300"	"160.69"	"-6.60"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"17.37"	"22.86"	"86.040"	"162.00"	"-6.84"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.38"	"22.45"	"83.560"	"161.44"	"-6.84"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.39"	"22.21"	"86.980"	"162.18"	"-6.89"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.40"	"21.89"	"84.540"	"161.73"	"-6.72"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.41"	"21.62"	"84.860"	"162.27"	"-6.49"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.42"	"21.37"	"86.560"	"162.23"	"-6.95"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"17.43"	"21.10"	"88.520"	"162.44"	"-6.78"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"17.44"	"20.99"	"87.800"	"162.34"	"-6.95"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.45"	"20.74"	"83.060"	"162.44"	"-6.66"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.46"	"20.63"	"83.080"	"162.65"	"-7.07"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.47"	"20.48"	"84.140"	"163.19"	"-6.72"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.48"	"20.30"	"87.300"	"163.21"	"-6.95"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.49"	"20.15"	"86.620"	"162.62"	"-6.37"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.50"	"19.94"	"84.340"	"162.99"	"-6.78"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"17.51"	"19.83"	"85.280"	"163.14"	"-6.49"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.52"	"19.74"	"78.760"	"163.08"	"-6.43"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"17.53"	"19.69"	"75.580"	"163.46"	"-6.89"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"17.54"	"19.64"	"80.060"	"163.48"	"-6.72"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.55"	"19.72"	"77.300"	"163.40"	"-6.55"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"17.56"	"19.83"	"77.540"	"163.43"	"-7.12"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.57"	"20.06"	"76.380"	"163.27"	"-6.55"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.58"	"20.24"	"77.380"	"162.89"	"-6.60"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.59"	"20.27"	"74.780"	"163.26"	"-6.60"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"17.60"	"20.32"	"75.100"	"163.70"	"-6.72"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.61"	"20.46"	"74.700"	"163.74"	"-6.78"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.62"	"20.59"	"73.100"	"163.78"	"-6.89"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"17.63"	"20.62"	"68.560"	"164.00"	"-6.95"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.64"	"20.63"	"68.160"	"163.86"	"-6.72"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"17.65"	"20.61"	"68.360"	"164.00"	"-6.60"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"17.66"	"20.51"	"70.340"	"164.26"	"-6.37"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
